cell,arm,n,n_bootstrap,type,event,time,group,cov_all,cov_convfilter,mode2_effect,cov_dropmode1,mode1_effect,cov_strict,both_effect,width_all,width_convfilter
B_RA2_n250_correct,correct,250,100,risk,1,0.477676,0,0.54,0.525,-0.015000000000000013,0.38028169014084506,-0.15971830985915497,0.38028169014084506,-0.15971830985915497,0.019540724153693456,0.02115685646481276
B_RA2_n250_correct,correct,250,100,risk,1,0.477676,1,0.44666666666666666,0.019230769230769232,-0.42743589743589744,0.028169014084507043,-0.4184976525821596,0.028169014084507043,-0.4184976525821596,0.012939010705315904,0.015407594261191
B_RA2_n250_correct,correct,250,100,risk,1,3.11961,0,0.8266666666666667,0.8466666666666667,0.020000000000000018,0.9014084507042254,0.07474178403755871,0.9014084507042254,0.07474178403755871,0.07243207049630791,0.06999196302994584
B_RA2_n250_correct,correct,250,100,risk,1,3.11961,1,0.8466666666666667,0.9020979020979021,0.055431235431235404,0.8309859154929577,-0.01568075117370893,0.8309859154929577,-0.01568075117370893,0.046810484037680525,0.04545276435068516
B_RA2_n250_correct,correct,250,100,risk,1,8.608445,0,0.9133333333333333,0.9133333333333333,0.0,0.8591549295774648,-0.054178403755868576,0.8591549295774648,-0.054178403755868576,0.11818482122287752,0.11720023573739916
B_RA2_n250_correct,correct,250,100,risk,1,8.608445,1,0.8866666666666667,0.8933333333333333,0.006666666666666599,0.8732394366197183,-0.013427230046948457,0.8732394366197183,-0.013427230046948457,0.07825341796085011,0.07601622434914787
B_RA2_n250_correct,correct,250,100,risk,2,0.477676,0,0.9,0.9066666666666666,0.006666666666666599,0.9154929577464789,0.015492957746478853,0.9154929577464789,0.015492957746478853,0.06079156733332899,0.05844357606751397
B_RA2_n250_correct,correct,250,100,risk,2,0.477676,1,0.88,0.88,0.0,0.8450704225352113,-0.03492957746478875,0.8450704225352113,-0.03492957746478875,0.06977717772806914,0.06807842644789533
B_RA2_n250_correct,correct,250,100,risk,2,3.11961,0,0.9066666666666666,0.9066666666666666,0.0,0.8873239436619719,-0.01934272300469475,0.8873239436619719,-0.01934272300469475,0.14727449758494146,0.14726273819559613
B_RA2_n250_correct,correct,250,100,risk,2,3.11961,1,0.9266666666666666,0.9266666666666666,0.0,0.9436619718309859,0.01699530516431924,0.9436619718309859,0.01699530516431924,0.15656353853274949,0.15656204752005923
B_RA2_n250_correct,correct,250,100,risk,2,8.608445,0,0.9066666666666666,0.9066666666666666,0.0,0.8873239436619719,-0.01934272300469475,0.8873239436619719,-0.01934272300469475,0.19729145682214133,0.1972362866955587
B_RA2_n250_correct,correct,250,100,risk,2,8.608445,1,0.9533333333333334,0.9533333333333334,0.0,0.9295774647887324,-0.02375586854460099,0.9295774647887324,-0.02375586854460099,0.19367897684006408,0.19365183185410442
B_RA2_n250_correct,correct,250,100,rr,1,0.477676,-1,0.831858407079646,0.8918918918918919,0.06003348481224591,0.8918918918918919,0.06003348481224591,0.8918918918918919,0.06003348481224591,26.032827110386503,2.8423764427455174
B_RA2_n250_correct,correct,250,100,rr,1,3.11961,-1,0.9133333333333333,0.9370629370629371,0.023729603729603754,0.9577464788732394,0.04441314553990605,0.9577464788732394,0.04441314553990605,12.732456170866548,2.6209627669112345
B_RA2_n250_correct,correct,250,100,rr,1,8.608445,-1,0.9066666666666666,0.9066666666666666,0.0,0.9436619718309859,0.03699530516431926,0.9436619718309859,0.03699530516431926,3.687217090939795,1.7503279052853626
B_RA2_n250_correct,correct,250,100,rr,2,0.477676,-1,0.9333333333333333,0.9533333333333334,0.020000000000000018,0.971830985915493,0.03849765258215965,0.971830985915493,0.03849765258215965,18.918106056205584,5.318768071545462
B_RA2_n250_correct,correct,250,100,rr,2,3.11961,-1,0.9466666666666667,0.9466666666666667,0.0,0.9154929577464789,-0.03117370892018778,0.9154929577464789,-0.03117370892018778,1.3488538060651714,1.3486635255726287
B_RA2_n250_correct,correct,250,100,rr,2,8.608445,-1,0.9333333333333333,0.9333333333333333,0.0,0.9154929577464789,-0.017840375586854473,0.9154929577464789,-0.017840375586854473,0.710791814649393,0.7100307072915969
B_RA3_n250_correct,correct,250,100,rd,1,0.477676,-1,0.2483221476510067,0.1276595744680851,-0.12066257318292162,0.18181818181818182,-0.06650396583282489,0.18181818181818182,-0.06650396583282489,0.0147322219460794,0.004469126335221088
B_RA3_n250_correct,correct,250,100,rd,1,3.11961,-1,0.8657718120805369,0.9174311926605505,0.051659380580013625,0.9090909090909091,0.043319097010372176,0.9090909090909091,0.043319097010372176,0.06258883716791949,0.05922796370645672
B_RA3_n250_correct,correct,250,100,rd,1,8.608445,-1,0.87248322147651,0.8857142857142857,0.013231064237775647,0.8787878787878788,0.006304657311368755,0.8787878787878788,0.006304657311368755,0.10113444891455473,0.09841325293641125
B_RA3_n250_correct,correct,250,100,rd,2,0.477676,-1,0.8926174496644296,0.9041095890410958,0.011492139376666266,0.8939393939393939,0.0013219442749643484,0.8939393939393939,0.0013219442749643484,0.09312737173511242,0.09209989749314079
B_RA3_n250_correct,correct,250,100,rd,2,3.11961,-1,0.9395973154362416,0.9395973154362416,0.0,0.9545454545454546,0.014948139109212999,0.9545454545454546,0.014948139109212999,0.21587168719442928,0.21626978909438035
B_RA3_n250_correct,correct,250,100,rd,2,8.608445,-1,0.9328859060402684,0.9391891891891891,0.006303283148920702,0.9696969696969697,0.03681106365670128,0.9696969696969697,0.03681106365670128,0.27290645961281695,0.27507211296158446
B_RA3_n250_correct,correct,250,100,risk,1,0.477676,0,0.2684563758389262,0.0,-0.2684563758389262,0.0,-0.2684563758389262,0.0,-0.2684563758389262,0.007584781659476199,0.007781610161359312
B_RA3_n250_correct,correct,250,100,risk,1,0.477676,1,0.3221476510067114,0.0,-0.3221476510067114,0.0,-0.3221476510067114,0.0,-0.3221476510067114,0.008471331801614074,0.00832226566084222
B_RA3_n250_correct,correct,250,100,risk,1,3.11961,0,0.87248322147651,0.9496402877697842,0.07715706629327412,0.9090909090909091,0.03660768761439903,0.9090909090909091,0.03660768761439903,0.0475619920885487,0.04669654767648796
B_RA3_n250_correct,correct,250,100,risk,1,3.11961,1,0.7583892617449665,0.9327731092436975,0.17438384749873104,0.8636363636363636,0.10524710189139719,0.8636363636363636,0.10524710189139719,0.03007754018555246,0.03301650232261763
B_RA3_n250_correct,correct,250,100,risk,1,8.608445,0,0.8859060402684564,0.9041095890410958,0.01820354877263941,0.8333333333333334,-0.05257270693512306,0.8333333333333334,-0.05257270693512306,0.08132793152039776,0.07952155339068784
B_RA3_n250_correct,correct,250,100,risk,1,8.608445,1,0.912751677852349,0.972027972027972,0.05927629417562297,0.8787878787878788,-0.033963799064470224,0.8787878787878788,-0.033963799064470224,0.052261877100664045,0.0502394560427891
B_RA3_n250_correct,correct,250,100,risk,2,0.477676,0,0.8389261744966443,0.8707482993197279,0.03182212482308355,0.803030303030303,-0.03589587146634132,0.803030303030303,-0.03589587146634132,0.060253387674975845,0.058965858192368964
B_RA3_n250_correct,correct,250,100,risk,2,0.477676,1,0.9060402684563759,0.9060402684563759,0.0,0.9242424242424242,0.018202155786048335,0.9242424242424242,0.018202155786048335,0.06865210414821118,0.06760112227230373
B_RA3_n250_correct,correct,250,100,risk,2,3.11961,0,0.959731543624161,0.959731543624161,0.0,0.9393939393939394,-0.020337604230221573,0.9393939393939394,-0.020337604230221573,0.1486720479557173,0.14877464788606398
B_RA3_n250_correct,correct,250,100,risk,2,3.11961,1,0.8993288590604027,0.8993288590604027,0.0,0.9090909090909091,0.009762050030506342,0.9090909090909091,0.009762050030506342,0.15551718798584543,0.15558876296363008
B_RA3_n250_correct,correct,250,100,risk,2,8.608445,0,0.912751677852349,0.912751677852349,0.0,0.9090909090909091,-0.0036607687614399476,0.9090909090909091,-0.0036607687614399476,0.19772367861618886,0.19777678847501112
B_RA3_n250_correct,correct,250,100,risk,2,8.608445,1,0.9395973154362416,0.9395973154362416,0.0,0.9090909090909091,-0.030506406345332526,0.9090909090909091,-0.030506406345332526,0.19465744424339498,0.19483386670244643
B_RA3_n250_correct,correct,250,100,rr,1,0.477676,-1,0.8507462686567164,1.0,0.14925373134328357,1.0,0.14925373134328357,1.0,0.14925373134328357,49.94733736274235,2.7317233196381587
B_RA3_n250_correct,correct,250,100,rr,1,3.11961,-1,0.8611111111111112,0.9807692307692307,0.11965811965811957,0.9838709677419355,0.12275985663082434,0.9838709677419355,0.12275985663082434,6253.668503238228,2.883473184080219
B_RA3_n250_correct,correct,250,100,rr,1,8.608445,-1,0.8851351351351351,0.9280575539568345,0.04292241882169945,0.9538461538461539,0.06871101871101881,0.9538461538461539,0.06871101871101881,5710.96126774749,2.6466481815604705
B_RA3_n250_correct,correct,250,100,rr,2,0.477676,-1,0.8791946308724832,0.8835616438356164,0.004367012963133243,0.8939393939393939,0.014744763066910749,0.8939393939393939,0.014744763066910749,20.255680718392224,5.24353216724613
B_RA3_n250_correct,correct,250,100,rr,2,3.11961,-1,0.9328859060402684,0.9328859060402684,0.0,0.9545454545454546,0.021659548505186144,0.9545454545454546,0.021659548505186144,1.3068588330681188,1.3094766916957306
B_RA3_n250_correct,correct,250,100,rr,2,8.608445,-1,0.9328859060402684,0.9391891891891891,0.006303283148920702,0.9696969696969697,0.03681106365670128,0.9696969696969697,0.03681106365670128,0.6771670221116948,0.6821406081255467
